time,q_shoulder,dq_shoulder,ddq_shoulder,tau_shoulder,q_elbow,dq_elbow,ddq_elbow,tau_elbow
0.1,0.139459594529,1.37584251246,-0.56041947835,-20.0147236422,0.400066248016,1.43617460655,-1.28777813789,-3.91786283394
0.105,0.14633168745,1.37297179328,-0.58785430519,-20.0355038285,0.407230867646,1.42964203757,-1.32522750754,-3.9060114845
0.11,0.15318908419,1.3699641116,-0.615203816847,-20.0542928349,0.414362356869,1.42292255627,-1.36254200213,-3.89352622423
0.115,0.160031101021,1.36681990389,-0.642464060502,-20.071100679,0.421459782837,1.41601685294,-1.39971526028,-3.88042236321
0.12,0.166857056445,1.36353962634,-0.669631098569,-20.0859385646,0.42852221623,1.40892564963,-1.43674094053,-3.86671546719
0.125,0.173666271293,1.36012375478,-0.696701009358,-20.0988188658,0.435548731421,1.40164970004,-1.47361272257,-3.85242134033
0.13,0.180458068827,1.35657278463,-0.723669887744,-20.1097551107,0.442538406627,1.3941897894,-1.51032430847,-3.83755600772
0.135,0.187231774832,1.35288723077,-0.750533845836,-20.1187619639,0.449490324072,1.3865467344,-1.54686942392,-3.82213569803
0.14,0.193986717718,1.34906762749,-0.777289013632,-20.1258552072,0.456403570142,1.37872138303,-1.58324181949,-3.8061768261
0.145,0.200722228613,1.34511452837,-0.803931539686,-20.1310517203,0.463277235539,1.37071461445,-1.61943527184,-3.78969597557
0.15,0.207437641462,1.34102850622,-0.830457591754,-20.1343694605,0.47011041544,1.36252733888,-1.65544358496,-3.77270988154
0.155,0.214132293122,1.33681015294,-0.856863357453,-20.1358274405,0.47690220965,1.35416049745,-1.69126059138,-3.75523541339
0.16,0.220805523457,1.33246007944,-0.883145044906,-20.1354457063,0.483651722756,1.34561506204,-1.7268801534,-3.73728955765
0.165,0.227456675432,1.32797891557,-0.909298883388,-20.1332453138,0.490358064282,1.33689203517,-1.76229616427,-3.718889401
0.17,0.234085095209,1.32336730994,-0.935321123963,-20.1292483048,0.497020348842,1.32799244978,-1.79750254944,-3.70005211346
0.175,0.24069013224,1.31862592987,-0.961208040128,-20.1234776824,0.503637696286,1.31891736912,-1.83249326772,-3.68079493177
0.18,0.247271139359,1.31375546125,-0.986955928438,-20.1159573846,0.510209231861,1.30966788656,-1.86726231249,-3.66113514292
0.185,0.253827472877,1.30875660843,-1.01256110914,-20.1067122589,0.516734086353,1.3002451254,-1.9018037129,-3.64109006796
0.19,0.260358492673,1.3036300941,-1.0380199268,-20.095768035,0.523211396238,1.29065023873,-1.93611153501,-3.62067704604
0.195,0.266863562283,1.29837665916,-1.0633287509,-20.0831512971,0.529640303834,1.28088440918,-1.97017988299,-3.5999134187
0.2,0.273342048994,1.29299706259,-1.08848397651,-20.0688894563,0.536019957443,1.27094884878,-2.00400290027,-3.57881651449
0.205,0.279793323933,1.28749208136,-1.11348202482,-20.0530107215,0.542349511504,1.26084479876,-2.03757477073,-3.55740363383
0.21,0.286216762157,1.28186251023,-1.13831934382,-20.0355440707,0.54862812673,1.25057352928,-2.0708897198,-3.53569203428
0.215,0.292611742739,1.27610916168,-1.16299240885,-20.0165192212,0.554854970261,1.24013633932,-2.10394201562,-3.51369891605
0.22,0.29897764886,1.27023286572,-1.18749772322,-19.9959666,0.5610292158,1.22953455636,-2.13672597019,-3.49144140796
0.225,0.305313867895,1.26423446981,-1.21183181881,-19.9739173134,0.567150043761,1.21876953626,-2.16923594048,-3.46893655371
0.23,0.311619791499,1.25811483863,-1.23599125663,-19.9504031165,0.573216641406,1.20784266293,-2.20146632954,-3.44620129853
0.235,0.317894815692,1.25187485402,-1.25997262743,-19.9254563821,0.579228202986,1.19675534818,-2.23341158761,-3.4232524763
0.24,0.324138340947,1.24551541477,-1.28377255225,-19.8991100702,0.585183929883,1.18550903144,-2.26506621322,-3.40010679697
0.245,0.330349772274,1.23903743649,-1.30738768301,-19.8713976965,0.591083030741,1.17410517953,-2.29642475429,-3.37678083449
0.25,0.3365285193,1.23244185146,-1.33081470306,-19.842353301,0.596924721608,1.16254528638,-2.32748180916,-3.35329101512
0.255,0.342673996357,1.22572960846,-1.35405032775,-19.8120114166,0.602708226069,1.15083087283,-2.35823202771,-3.32965360621
0.26,0.348785622562,1.2189016726,-1.377091305,-19.7804070375,0.60843277538,1.13896348633,-2.38867011242,-3.30588470537
0.265,0.354862821896,1.21195902519,-1.3999344158,-19.747575588,0.614097608599,1.12694470067,-2.41879081937,-3.28200023017
0.27,0.360905023289,1.20490266353,-1.4225764748,-19.7135528907,0.61970197272,1.11477611575,-2.4485889593,-3.25801590823
0.275,0.366911660696,1.19773360078,-1.44501433081,-19.6783751348,0.625245122799,1.10245935725,-2.47805939865,-3.23394726781
0.28,0.372882173176,1.19045286575,-1.46724486737,-19.6420788454,0.630726322087,1.0899960764,-2.50719706057,-3.20980962884
0.285,0.378816004972,1.18306150277,-1.48926500324,-19.6047008516,0.636144842152,1.07738794964,-2.5359969259,-3.18561809443
0.29,0.384712605589,1.17556057147,-1.51107169291,-19.5662782557,0.641499963008,1.0646366784,-2.56445403418,-3.16138754289
0.295,0.390571429864,1.16795114661,-1.53266192717,-19.5268484023,0.646790973237,1.05174398874,-2.59256348466,-3.13713262013
0.3,0.396391938048,1.16023431791,-1.55403273352,-19.4864488475,0.652017170114,1.03871163106,-2.62032043719,-3.11286773261
0.305,0.402173595876,1.15241118988,-1.57518117678,-19.4451173285,0.657177859724,1.02554137983,-2.64772011326,-3.08860704073
0.31,0.407915874645,1.14448288158,-1.59610435946,-19.4028917336,0.662272357085,1.01223503325,-2.67475779691,-3.06436445269
0.315,0.41361825128,1.13645052648,-1.61679942236,-19.359810072,0.667299986265,0.998794412937,-2.70142883564,-3.04015361881
0.32,0.419280208411,1.12831527226,-1.63726354497,-19.3159104448,0.672260080498,0.985221363617,-2.72772864136,-3.01598792634
0.325,0.42490123444,1.12007828057,-1.65749394597,-19.2712310154,0.677151982298,0.971517752787,-2.75365269129,-2.99188049466
0.33,0.430480823612,1.11174072691,-1.67748788368,-19.2258099811,0.681975043572,0.957685470395,-2.77919652886,-2.96784417102
0.335,0.436018476086,1.10330380035,-1.69724265653,-19.1796855443,0.686728625735,0.943726428505,-2.80435576456,-2.94389152666
0.34,0.441513697998,1.09476870339,-1.71675560352,-19.1328958851,0.691412099813,0.929642560959,-2.82912607684,-2.9200348534
0.345,0.446966001528,1.08613665172,-1.73602410462,-19.0854791337,0.696024846559,0.915435823034,-2.85350321295,-2.89628616066
0.35,0.452374904971,1.07740887405,-1.75504558126,-19.0374733431,0.700566256553,0.901108191099,-2.87748298977,-2.87265717289
0.355,0.457739932794,1.06858661185,-1.77381749671,-18.9889164631,0.705035730308,0.88666166226,-2.90106129466,-2.84915932744
0.36,0.463060615705,1.05967111918,-1.79233735652,-18.9398463139,0.709432678375,0.872098254012,-2.92423408624,-2.82580377281
0.365,0.468336490712,1.05066366247,-1.81060270894,-18.890300561,0.713756521443,0.857420003873,-2.94699739524,-2.80260136733
0.37,0.473567101186,1.04156552029,-1.82861114532,-18.8403166898,0.718006690438,0.842628969029,-2.96934732519,-2.7795626782
0.375,0.478751996922,1.03237798315,-1.84636030048,-18.7899319819,0.722182626619,0.827727225962,-2.9912800533,-2.75669798096
0.38,0.483890734196,1.02310235329,-1.86384785316,-18.7391834907,0.726283781675,0.812716870084,-3.01279183113,-2.73401725921
0.385,0.488982875823,1.01373994442,-1.88107152632,-18.6881080185,0.730309617821,0.797600015361,-3.03387898535,-2.71153020484
0.39,0.494027991216,1.00429208155,-1.89802908759,-18.6367420936,0.734259607884,0.782378793936,-3.0545379185,-2.68924621851
0.395,0.499025656441,0.994760100712,-1.9147183496,-18.5851219486,0.738133235398,0.76705535575,-3.07476510964,-2.66717441046
0.4,0.503975454271,0.985145348788,-1.93113717033,-18.5332834987,0.741929994691,0.751631868154,-3.09455711508,-2.64532360168
0.405,0.508876974239,0.975449183241,-1.94728345347,-18.4812623208,0.74564939097,0.736110515523,-3.11391056905,-2.62370232539
0.41,0.513729812693,0.965672971902,-1.96315514877,-18.4290936334,0.749290940405,0.720493498865,-3.13282218437,-2.60231882877
0.415,0.518533572844,0.955818092742,-1.97875025236,-18.3768122771,0.752854170213,0.704783035428,-3.15128875306,-2.58118107505
0.42,0.52328786482,0.945885933629,-1.99406680707,-18.3244526952,0.756338618736,0.688981358297,-3.16930714703,-2.56029674577
0.425,0.52799230571,0.935877892105,-2.00910290278,-18.2720489156,0.75974383552,0.673090715999,-3.18687431863,-2.53967324337
0.43,0.532646519615,0.925795375141,-2.02385667667,-18.219634533,0.763069381392,0.657113372097,-3.20398730128,-2.51931769406
0.435,0.537250137695,0.915639798903,-2.03832631359,-18.1672426919,0.766314828535,0.641051604781,-3.22064321007,-2.49923695079
0.44,0.541802798213,0.905412588515,-2.05251004628,-18.1149060695,0.769479760554,0.624907706462,-3.23683924228,-2.47943759659
0.445,0.546304146579,0.895115177815,-2.0664061557,-18.0626568605,0.772563772557,0.608683983357,-3.25257267796,-2.45992594801
0.45,0.550753835394,0.884749009117,-2.08001297129,-18.0105267615,0.775566471212,0.592382755075,-3.26784088047,-2.4407080588
0.455,0.555151524491,0.874315532964,-2.09332887125,-17.9585469561,0.77848747482,0.5760063542,-3.28264129695,-2.42178972375
0.46,0.559496880975,0.863816207888,-2.10635228275,-17.9067481011,0.781326413374,0.559557125868,-3.29697145885,-2.40317648274
0.465,0.563789579265,0.853252500159,-2.11908168223,-17.8551603132,0.784082928627,0.543037427347,-3.31082898244,-2.38487362489
0.47,0.568029301128,0.842625883545,-2.13151559562,-17.8038131555,0.786756674145,0.52644962761,-3.3242115692,-2.36688619286
0.475,0.57221573572,0.831937839057,-2.14365259857,-17.752735626,0.789347315368,0.509796106909,-3.33711700632,-2.34921898734
0.48,0.576348579619,0.821189854704,-2.15549131665,-17.7019561454,0.791854529664,0.493079256345,-3.34954316714,-2.33187657157
0.485,0.580427536858,0.810383425242,-2.1670304256,-17.6515025459,0.794278006383,0.476301477437,-3.36148801151,-2.31486327604
0.49,0.584452318964,0.799520051922,-2.17826865151,-17.6014020614,0.79661744691,0.459465181685,-3.37294958623,-2.29818320324
0.495,0.588422644983,0.78860124224,-2.18920477103,-17.5516813165,0.798872564707,0.442572790139,-3.38392602541,-2.2818402325
0.5,0.592338241515,0.77762850968,-2.19983761153,-17.502366318,0.801043085368,0.425626732958,-3.39441555082,-2.2658380249
0.505,0.59619884274,0.766603373462,-2.2101660513,-17.4534824455,0.803128746658,0.408629448975,-3.40441647226,-2.25018002828
0.51,0.600004190451,0.755527358288,-2.2201890197,-17.4050544434,0.805129298558,0.39158338525,-3.41392718785,-2.23486948223
0.515,0.603754034074,0.744401994086,-2.22990549734,-17.3571064129,0.807044503302,0.374490996633,-3.42294618437,-2.21990942314
0.52,0.607448130701,0.733228815749,-2.23931451621,-17.309661805,0.808874135419,0.357354745317,-3.43147203752,-2.20530268934
0.525,0.611086245108,0.722009362885,-2.24841515982,-17.2627434134,0.810617981765,0.340177100394,-3.4395034122,-2.19105192613
0.53,0.614668149779,0.710745179554,-2.25720656335,-17.2163733685,0.812275841559,0.322960537407,-3.44703906277,-2.17715959099
0.535,0.618193624932,0.69943781401,-2.26568791373,-17.170573132,0.813847526412,0.305707537905,-3.45407783328,-2.16362795858
0.54,0.621662458536,0.688088818443,-2.27385844983,-17.125363491,0.815332860356,0.28842058899,-3.46061865769,-2.15045912594
0.545,0.625074446326,0.67669974872,-2.28171746246,-17.0807645537,0.816731679873,0.27110218287,-3.46666056005,-2.13765501751
0.55,0.628429391831,0.665272164123,-2.28926429454,-17.036795745,0.818043833917,0.253754816407,-3.4722026547,-2.12521739019
0.555,0.63172710638,0.653807627087,-2.29649834118,-16.9934758029,0.819269183938,0.236380990666,-3.47724414642,-2.11314783838
0.56,0.634967409123,0.642307702944,-2.30341904969,-16.9508227746,0.820407603899,0.21898321046,-3.48178433059,-2.10144779892
0.565,0.638150127044,0.630773959657,-2.31002591975,-16.9088540141,0.821458980298,0.201563983901,-3.48582259329,-2.09011855601
0.57,0.641275094972,0.61920796756,-2.31631850335,-16.8675861797,0.822423212179,0.18412582194,-3.48935841144,-2.07916124608
0.575,0.644342155592,0.607611299096,-2.32229640494,-16.8270352315,0.823300211147,0.166671237919,-3.49239135285,-2.0685768626
0.58,0.647351159459,0.595985528555,-2.3279592814,-16.7872164302,0.82408990138,0.149202747113,-3.49492107631,-2.05836626072
0.585,0.650301965001,0.584332231812,-2.33330684211,-16.7481443358,0.824792219635,0.131722866275,-3.49694733166,-2.048530162
0.59,0.653194438529,0.57265298606,-2.33833884893,-16.7098328068,0.825407115256,0.11423411318,-3.49846995979,-2.03906915894
0.595,0.656028454244,0.560949369558,-2.34305511625,-16.6722949995,0.825934550177,0.096739006174,-3.49948889267,-2.02998372035
0.6,0.658803894238,0.549222961355,-2.34745551096,-16.6355433685,0.826374498925,0.0792400637124,-3.50000415336,-2.02127422608
0.605,0.661520648504,0.53747534104,-2.35153995246,-16.5995896664,0.826726948619,0.061739803909,-3.50001585595,-2.01294197618
0.61,0.664178614928,0.525708088469,-2.35530841264,-16.5644449453,0.826991898964,0.0442407440796,-3.49952420557,-2.00502246042
0.615,0.666777699301,0.513922783511,-2.35876091582,-16.5301195572,0.827169362253,0.0267454002865,-3.49852949829,-1.99867994311
0.62,0.669317815309,0.502121005781,-2.36189753879,-16.4966231558,0.827259363351,0.00925628688488,-3.49703212108,-2.02684400523
0.625,0.671798884536,0.490304334378,-2.36471841066,-16.4639646982,0.827261939693,-0.00822408393228,-3.49503255168,-2.20968059762
0.63,0.67422083646,0.478474347627,-2.36722371289,-16.4321524472,0.827177141266,-0.0256932025873,-3.49253135851,-2.24534202144
0.635,0.676583608449,0.466632622812,-2.36941367918,-16.4011939739,0.827005030598,-0.043148562571,-3.48952920051,-2.24079061518
0.64,0.678887145752,0.454780735921,-2.37128859544,-16.3710961599,0.826745682743,-0.0605876608949,-3.48602682704,-2.23513458103
0.645,0.681131401495,0.442920261381,-2.37284879963,-16.3418652014,0.826399185257,-0.0780079985432,-3.48202507767,-2.22980750016
0.65,0.683316336674,0.431052771798,-2.37409468176,-16.313506612,0.825965638183,-0.0954070809228,-3.47752488199,-2.22485268703
0.655,0.685441920139,0.4191798377,-2.3750266837,-16.2860252268,0.825445154023,-0.112782418313,-3.47252725946,-2.22027076535
0.66,0.687508128591,0.407303027274,-2.37564529915,-16.2594252067,0.824837857716,-0.130131526316,-3.46703331911,-2.21606097964
0.665,0.689514946561,0.395423906113,-2.37595107345,-16.2337100424,0.824143886607,-0.147451926301,-3.46104425937,-2.2122224602
0.67,0.691462366405,0.38354403695,-2.3759446035,-16.2088825596,0.823363390421,-0.164741145852,-3.45456136775,-2.20875426437
0.675,0.693350388283,0.371664979407,-2.3756265376,-16.1849449241,0.822496531226,-0.181996719214,-3.44758602062,-2.20565538023
0.68,0.695179020146,0.359788289737,-2.3749975753,-16.1618986467,0.821543483404,-0.199216187735,-3.44011968288,-2.2029247289
0.685,0.696948277715,0.347915520567,-2.37405846726,-16.1397445894,0.820504433609,-0.216397100309,-3.43216390765,-2.20056116676
0.69,0.698658184467,0.336048220641,-2.37281001506,-16.1184829711,0.819379580733,-0.233537013813,-3.42372033596,-2.1985634874
0.695,0.700308771612,0.324187934572,-2.37125307104,-16.098113374,0.818169135861,-0.25063349355,-3.41479069639,-2.19693042355
0.7,0.70190007807,0.312336202582,-2.36938853813,-16.0786347502,0.816873322231,-0.267684113685,-3.40537680469,-2.19566064881
0.705,0.703432150454,0.300494560253,-2.36721736962,-16.0600454282,0.815492375185,-0.284686457676,-3.39548056342,-2.19475277917
0.71,0.70490504304,0.288664538275,-2.364740569,-16.0423431206,0.814026542126,-0.301638118713,-3.38510396154,-2.1942053745
0.715,0.706318817747,0.276847662197,-2.36195918972,-16.0255249312,0.812476082464,-0.318536700144,-3.37424907401,-2.19401693984
0.72,0.707673544106,0.265045452173,-2.35887433497,-16.0095873626,0.810841267568,-0.335379815907,-3.36291806131,-2.19418592651
0.725,0.708969299236,0.253259422721,-2.35548715748,-15.9945263246,0.809122380707,-0.352165090954,-3.35111316905,-2.19471073312
0.73,0.710206167815,0.241491082469,-2.35179885925,-15.9803371418,0.807319717,-0.368890161677,-3.33883672743,-2.19558970646
0.735,0.711384242048,0.229741933914,-2.34781069134,-15.967014563,0.805433583351,-0.385552676332,-3.32609115082,-2.19682114218
0.74,0.712503621635,0.218013473175,-2.34352395356,-15.9545527693,0.803464298396,-0.402150295452,-3.31287893723,-2.1984032854
0.745,0.713564413742,0.20630718975,-2.33893999428,-15.9429453835,0.801412192435,-0.418680692273,-3.29920266778,-2.20033433113
0.75,0.714566732966,0.194624566276,-2.33406021009,-15.9321854794,0.799277607368,-0.435141553139,-3.28506500616,-2.20261242459
0.755,0.715510701298,0.182967078286,-2.32888604558,-15.9222655913,0.797060896631,-0.451530577919,-3.27046869811,-2.20523566138
0.76,0.716396448088,0.17133619397,-2.32341899298,-15.9131777241,0.794762425126,-0.467845480417,-3.25541657084,-2.20820208753
0.765,0.717224110011,0.159733373939,-2.31766059195,-15.9049133634,0.792382569151,-0.484083988771,-3.23991153239,-2.21150969941
0.77,0.717993831023,0.148160070989,-2.3116124292,-15.8974634858,0.789921716325,-0.500243845865,-3.22395657112,-2.21515644352
0.775,0.718705762325,0.136617729864,-2.30527613821,-15.8908185693,0.787380265515,-0.51632280972,-3.20755475502,-2.21914021617
0.78,0.71936006232,0.125107787023,-2.29865339892,-15.884968605,0.784758626761,-0.532318653897,-3.19070923111,-2.22345886304
0.785,0.719956896573,0.113631670414,-2.29174593735,-15.8799031074,0.782057221194,-0.548229167889,-3.17342322477,-2.22811017858
0.79,0.720496437767,0.102190799236,-2.28455552533,-15.8756111264,0.779276480957,-0.564052157509,-3.1557000391,-2.23309190539
0.795,0.720978865658,0.0907865837186,-2.27708398011,-15.8720812607,0.776416849123,-0.579785445277,-3.13754305423,-2.2384017334
0.8,0.721404367032,0.0794204248893,-2.269333164,-15.8693016855,0.773478779609,-0.595426870809,-3.11895572658,-2.244037299
0.805,0.721773135655,0.0680937143542,-2.26130498403,-15.8672603197,0.770462737091,-0.610974291188,-3.09994158824,-2.24999618407
0.81,0.722085372227,0.0568078340723,-2.25300139158,-15.865946309,0.767369196915,-0.626425581347,-3.08050424615,-2.25627591488
0.815,0.722341284333,0.045564156136,-2.244424382,-15.8653639062,0.764198645007,-0.641778634441,-3.06064738142,-2.26287396094
0.82,0.722541086396,0.0343640425518,-2.23557599419,-15.8656618719,0.760951577781,-0.657031362211,-3.04037474855,-2.26978773374
0.825,0.72268499962,0.0232088450234,-2.22645831026,-15.8683144544,0.757628502044,-0.672181695354,-3.01969017465,-2.27701458543
0.83,0.722773251942,0.0120999047369,-2.21707345511,-15.8856294499,0.754229934903,-0.687227583883,-2.99859755868,-2.28455180741
0.835,0.72280607798,0.00103855214789,-2.20742359599,-15.9683868581,0.750756403665,-0.702166997483,-2.97710087064,-2.29239662885
0.84,0.722783718976,-0.00997389322949,-2.19751094214,-16.0661718264,0.747208445738,-0.716997925866,-2.95520415073,-2.30054621517
0.845,0.722706422741,-0.0209361230313,-2.18733774432,-16.0925990229,0.743586608532,-0.731718379117,-2.93291150858,-2.3089976664
0.85,0.722574443601,-0.0318468402502,-2.17690629439,-16.0994976902,0.739891449355,-0.746326388041,-2.91022712236,-2.31774801558
0.855,0.722388042336,-0.0427047594403,-2.16621892491,-16.1044089574,0.736123535307,-0.760820004506,-2.88715523791,-2.32679422704
0.86,0.722147486127,-0.0535086069191,-2.15527800863,-16.1096032619,0.732283443177,-0.775197301774,-2.86370016796,-2.33613319467
0.865,0.72185304849,-0.0642571209673,-2.14408595809,-16.1153258729,0.728371759331,-0.789456374837,-2.83986629113,-2.34576174013
0.87,0.721505009223,-0.0749490520272,-2.13264522515,-16.1215899046,0.724389079608,-0.803595340743,-2.81565805115,-2.35567661109
0.875,0.721103654337,-0.0855831628972,-2.12095830051,-16.1283818821,0.720336009204,-0.81761233892,-2.79107995584,-2.36587447938
0.88,0.720649276002,-0.0961582289258,-2.10902771325,-16.1356850874,0.716213162563,-0.831505531491,-2.76613657631,-2.37635193916
0.885,0.720142172477,-0.106673038202,-2.09685603033,-16.1434822448,0.712021163258,-0.845273103594,-2.7408325459,-2.3871055051
0.89,0.719582648047,-0.117126391742,-2.08444585615,-16.1517558446,0.707760643881,-0.858913263687,-2.71517255936,-2.39813161051
0.895,0.718971012963,-0.127517103678,-2.071799832,-16.160488195,0.703432245923,-0.87242424385,-2.6891613718,-2.40942660551
0.9,0.718307583368,-0.137844001439,-2.05892063563,-16.1696614413,0.699036619651,-0.885804300091,-2.66280379775,-2.42098675522
0.905,0.717592681238,-0.148105925934,-2.04581098065,-16.1792575819,0.694574423996,-0.899051712635,-2.6361047102,-2.43280823794
0.91,0.716826634308,-0.158301731728,-2.03247361613,-16.189258484,0.690046326424,-0.912164786218,-2.6090690396,-2.44488714339
0.915,0.716009776005,-0.168430287218,-2.01891132599,-16.1996458993,0.685453002817,-0.925141850367,-2.58170177282,-2.45721947093
0.92,0.715142445383,-0.178490474807,-2.00512692853,-16.2104014791,0.680795137347,-0.937981259686,-2.55400795219,-2.4698011279
0.925,0.714224987044,-0.188481191076,-1.99112327588,-16.2215067906,0.676073422347,-0.950681394125,-2.52599267444,-2.48262792795
0.93,0.713257751073,-0.198401346948,-1.97690325346,-16.2329433321,0.671288558189,-0.96324065925,-2.49766108968,-2.49569558945
0.935,0.712241092967,-0.208249867856,-1.96246977946,-16.2446925488,0.666441253152,-0.975657486511,-2.46901840034,-2.50899973391
0.94,0.711175373554,-0.218025693905,-1.94782580428,-16.2567358485,0.661532223292,-0.987930333499,-2.44006986013,-2.52253588459
0.945,0.710060958928,-0.227727780032,-1.93297430996,-16.2690546174,0.656562192312,-1.0000576842,-2.41082077298,-2.53629946505
0.95,0.708898220371,-0.23735509616,-1.91791830968,-16.2816302351,0.651531891428,-1.01203804924,-2.38127649192,-2.55028579788
0.955,0.707687534276,-0.246906627357,-1.90266084711,-16.2944440911,0.646442059235,-1.02386996613,-2.35144241804,-2.56449010347
0.96,0.706429282073,-0.256381373982,-1.88720499592,-16.3074775994,0.641293441574,-1.03555199951,-2.3213239994,-2.5789074989
0.965,0.705123850151,-0.265778351838,-1.87155385918,-16.3207122145,0.636086791394,-1.04708274137,-2.29092672989,-2.59353299695
0.97,0.703771629784,-0.275096592316,-1.85571056875,-16.3341294466,0.630822868615,-1.05846081128,-2.26025614812,-2.60836150515
0.975,0.702373017046,-0.284335142535,-1.83967828475,-16.3477108766,0.625502439991,-1.06968485663,-2.22931783635,-2.62338782507
0.98,0.700928412738,-0.293493065486,-1.82346019493,-16.3614381714,0.620126278966,-1.0807535528,-2.1981174193,-2.63860665162
0.985,0.699438222306,-0.302569440164,-1.8070595141,-16.3752930989,0.61469516554,-1.09166560342,-2.16666056305,-2.65401257254
0.99,0.697902855759,-0.311563361709,-1.79047948352,-16.3892575427,0.609209886122,-1.10241974054,-2.13495297389,-2.66960006799
0.995,0.696322727593,-0.320473941527,-1.77372337031,-16.4033135169,0.603671233391,-1.11301472484,-2.10300039713,-2.68536351036
1,0.694698256702,-0.329300307427,-1.75679446683,-16.4174431805,0.598080006148,-1.12344934584,-2.07080861601,-2.70129716414
1.005,0.693029866302,-0.338041603739,-1.73969609006,-16.4316288514,0.592437009176,-1.13372242203,-2.03838345048,-2.71739518598
1.01,0.691317983846,-0.346696991439,-1.72243158104,-16.4458530209,0.586743053091,-1.14383280112,-2.00573075601,-2.7336516249
1.015,0.68956304094,-0.355265648268,-1.70500430417,-16.4600983674,0.580998954199,-1.15377936019,-1.97285642249,-2.75006042273
1.02,0.687765473258,-0.363746768845,-1.68741764664,-16.47434777,0.575205534346,-1.16356100582,-1.93976637295,-2.76661541458
1.025,0.68592572046,-0.372139564781,-1.66967501781,-16.4885843216,0.569363620771,-1.17317667432,-1.90646656244,-2.78331032966
1.03,0.684044226105,-0.380443264788,-1.65177984854,-16.5027913424,0.563474045957,-1.18262533182,-1.87296297677,-2.80013879211
1.035,0.682121437563,-0.388657114784,-1.63373559058,-16.5169523924,0.55753764748,-1.19190597448,-1.83926163135,-2.81709432212
1.04,0.680157805936,-0.396780377998,-1.61554571592,-16.5310512841,0.551555267861,-1.2010176286,-1.80536856997,-2.83417033721
1.045,0.678153785961,-0.404812335067,-1.59721371617,-16.5450720946,0.545527754415,-1.20995935077,-1.77128986357,-2.8513601537
1.05,0.676109835933,-0.412752284135,-1.5787431019,-16.5589991775,0.539455959097,-1.21873022799,-1.73703160903,-2.86865698831
1.055,0.674026417608,-0.420599540943,-1.560137402,-16.5728171744,0.533340738349,-1.22732937782,-1.70259992795,-2.88605396008
1.06,0.671903996122,-0.428353438922,-1.54140016301,-16.5865110263,0.527182952952,-1.23575594847,-1.66800096542,-2.90354409236
1.065,0.669743039899,-0.436013329279,-1.52253494849,-16.6000659839,0.520983467867,-1.24400911895,-1.63324088877,-2.92112031507
